Date,Species,Tree No,RZ_No,Height,Ht Adj, Rbar_Ht,Dia_1,Dia_2,DRC (cm),PrevDen,Cur_Den,Delta,Accum Dif,Cur DBH,Comments,,
3/26/2010,PIED,162,NA,12.28,0.28,12,NA,NA,14.1,19.3,19.6,0.3,14.7,14.57,,,
3/26/2010,PIED,163,4148,11,0.2,10.8,NA,NA,20.3,15.9,15.9,0,10.8,20.64,,,
3/26/2010,JUMO,164,4171,9.64,0.24,9.4,NA,NA,19.2,8.4,8.5,0.1,2.5,19.28,,,
3/26/2010,JUMO,165,NA,13.56,0.26,13.3,NA,NA,30.3,22.4,22.4,0,15.6,30.8,,,
3/26/2010,PIED,166,NA,25.86,0.26,25.6,NA,NA,29.5,12.3,11.8,-0.5,4.1,29.63,,,
3/26/2010,PIED,167,NA,11.62,0.32,11.3,NA,NA,9,16.5,16.8,0.3,12.8,9.41,,,
3/26/2010,PIED,168,NA,17.75,0.25,17.5,NA,NA,26.6,14.6,15,0.4,7,26.82,,,
3/26/2010,JUMO,169,NA,12.68,0.18,12.5,NA,NA,26.8,6,6.6,0.6,17.5,27.36,,,
3/26/2010,JUMO,170,NA,14.96,0.36,14.6,NA,NA,26.4,20.5,20.9,0.4,14.8,26.87,,,
3/26/2010,JUMO,171,NA,13.8,0.1,13.7,NA,NA,27.6,5.7,5.7,0,-1.7,27.55,,,
3/26/2010,PIED,172,NA,11.4,0.3,11.1,NA,NA,25.5,17.3,16.7,-0.6,7,25.72,,,
3/26/2010,PIED,173,NA,7.84,0.24,7.6,NA,NA,6.1,18.5,19,0.5,12.9,6.51,,,
3/26/2010,JUMO,174,NA,12.62,0.22,12.4,NA,NA,14.7,14.1,14.4,0.3,4.6,14.8,,,
3/26/2010,JUMO,175,NA,13.22,0.12,13.1,NA,NA,34.5,18.3,18.1,-0.2,27.7,35.38,,,
3/26/2010,JUMO,176,4369,10.58,0.18,10.4,NA,NA,15.9,13.7,13.7,0,8.1,16.16,,,
3/26/2010,JUMO,177,NA,11.2,0.3,10.9,NA,NA,24.8,10,9.7,-0.3,5,24.96,,,
3/26/2010,PIED,178,NA,12.48,0.18,12.3,NA,NA,15.6,8.5,8.8,0.3,20.1,16.24,,,
3/26/2010,PIED,179,NA,6.55,0.15,6.4,NA,NA,5.4,14.1,14.4,0.3,8.9,5.68,,,
3/26/2010,JUMO,180,4178,9.22,0.22,9,NA,NA,16.5,17,17.8,0.8,12.6,16.9,,,
3/26/2010,PIED,181,4182,15.55,0.25,15.3,NA,NA,22.9,11.4,11.9,0.5,23.8,23.66,,,
3/26/2010,JUMO,182,4181,9.42,0.32,9.1,NA,NA,15.7,8.6,9.2,0.6,3.3,15.81,,,
3/26/2010,JUMO,183,4213,10.58,0.18,10.4,NA,NA,21.7,12.3,12.1,-0.2,7.6,21.94,,,
3/26/2010,JUMO,184,4138,8.64,0.24,8.4,NA,NA,15.7,11.9,11.9,0,5.9,15.89,,,
3/26/2010,PIED,185,4191,10.32,0.12,10.2,NA,NA,15.1,2.8,4,1.2,35.1,16.22,,,
3/26/2010,PIED,186,4314,12.64,0.14,12.5,NA,NA,12.8,16.1,17.8,1.7,28.7,13.71,,,
3/26/2010,JUMO,187,4328,10.48,0.28,10.2,NA,NA,24.4,13.3,14.1,0.8,9.7,24.71,,,
3/26/2010,PIED,188,4342,20.58,0.18,20.4,NA,NA,32.6,12.1,12.4,0.3,21.1,33.27,,,
3/26/2010,PIED,189,NA,11.59,0.29,11.3,NA,NA,19.4,14.2,14.2,0,8.1,19.66,,,
3/26/2010,PIED,190,NA,9.42,0.32,9.1,NA,NA,12.3,7.1,6.9,-0.2,0.2,12.28,,,
3/26/2010,JUMO,191,4080,7.98,0.18,7.8,NA,NA,19.7,13.7,13.7,0,6.8,19.92,,,
3/26/2010,JUMO,192,4219,8.19,0.29,7.9,NA,NA,30.3,15.1,16.1,1,10.6,30.64,,,
3/26/2010,JUMO,193,4345,10.82,0.22,10.6,NA,NA,25.2,19.9,20,0.1,14.3,25.66,,,
3/26/2010,PIED,194,NA,9.04,0.24,8.8,NA,NA,7.9,22,22.8,0.8,31.5,8.9,,,
3/26/2010,JUMO,195,4196,9,0.3,8.7,NA,NA,13.4,16.9,16.8,-0.1,10.7,13.74,,,
3/26/2010,PIED,196,NA,11.64,0.24,11.4,NA,NA,9.4,13.5,13.9,0.4,26.1,10.23,,,
3/26/2010,JUMO,197,NA,8.64,0.34,8.3,NA,NA,17.6,11.5,11.8,0.3,6.2,17.8,,,
3/26/2010,PIED,198,4115,12.2,0.1,12.1,NA,NA,16.2,14.9,15,0.1,7.1,16.43,,,
3/26/2010,PIED,199,NA,9,0.3,8.7,NA,NA,7,2.1,2.6,0.5,18.7,7.6,,,
3/26/2010,PIED,200,NA,11,0.2,10.8,NA,NA,10.4,7,7.3,0.3,19.6,11.02,,,
4/28/2010,PIED,160,NA,NA,0.28,NA,NA,NA,34.3,8.1,9.5,1.4,17.5,34.86,,,
4/28/2010,JUMO,161,4124,NA,0.26,NA,NA,NA,20,15.3,16.5,1.2,11.2,20.36,,,
4/28/2010,PIED,162,NA,NA,0.28,NA,NA,NA,14.1,17.8,18.9,1.1,15.8,14.6,,,
4/28/2010,PIED,163,4148,NA,0.2,NA,NA,NA,20.3,14.4,15.5,1.1,11.9,20.68,,,
4/28/2010,JUMO,164,4171,NA,0.24,NA,NA,NA,19.2,7.9,9,1.1,3.6,19.31,,,
4/28/2010,JUMO,165,NA,NA,0.26,NA,NA,NA,30.3,20.4,22.3,1.9,17.5,30.86,Reset to 3.8,,
4/28/2010,PIED,166,NA,NA,0.26,NA,NA,NA,29.5,11.5,12,0.5,4.6,29.65,,,
4/28/2010,PIED,167,NA,NA,0.32,NA,NA,NA,9,16.4,18.2,1.8,14.6,9.46,,,
4/28/2010,PIED,168,NA,NA,0.25,NA,NA,NA,26.6,13.8,15.5,1.7,8.7,26.88,,,
4/28/2010,JUMO,169,NA,NA,0.18,NA,NA,NA,26.8,6.1,7.2,1.1,18.6,27.39,,,
4/28/2010,JUMO,170,NA,NA,0.36,NA,NA,NA,26.4,20.3,22.2,1.9,16.7,26.93,Reset to 2.9,,
4/28/2010,JUMO,171,NA,NA,0.1,NA,NA,NA,27.6,5.5,7.3,1.8,0.1,27.6,,,
4/28/2010,PIED,172,NA,NA,0.3,NA,NA,NA,25.5,16.4,16.6,0.2,7.2,25.73,,,
4/28/2010,PIED,173,NA,NA,0.24,NA,NA,NA,6.1,18.9,19.2,0.3,13.2,6.52,,,
4/28/2010,JUMO,174,NA,NA,0.22,NA,NA,NA,14.7,12,13.4,1.4,6,14.84,,,
4/28/2010,JUMO,175,NA,NA,0.12,NA,NA,NA,34.5,16,18.5,2.5,30.2,35.46,,,
4/28/2010,JUMO,176,4369,NA,0.18,NA,NA,NA,15.9,13.3,14.2,0.9,9,16.19,,,
4/28/2010,JUMO,177,NA,NA,0.3,NA,NA,NA,24.8,9.5,10.7,1.2,6.2,25,,,
4/28/2010,PIED,178,NA,NA,0.18,NA,NA,NA,15.6,7.3,9.1,1.8,21.9,16.3,,,
4/28/2010,PIED,179,NA,NA,0.15,NA,NA,NA,5.4,14.1,14.2,0.1,9,5.69,Still some green,,
4/28/2010,JUMO,180,4178,NA,0.22,NA,NA,NA,16.5,16.4,17.8,1.4,14,16.95,,,
4/28/2010,PIED,181,4182,NA,0.25,NA,NA,NA,22.9,11.1,12.5,1.4,25.2,23.7,,,
4/28/2010,JUMO,182,4181,NA,0.32,NA,NA,NA,15.7,9,9.9,0.9,4.2,15.83,,,
4/28/2010,JUMO,183,4213,NA,0.18,NA,NA,NA,21.7,11.9,11.9,0,7.6,21.94,,,
4/28/2010,JUMO,184,4138,NA,0.24,NA,NA,NA,15.7,10.7,12,1.3,7.2,15.93,,,
4/28/2010,PIED,185,4191,NA,0.12,NA,NA,NA,15.1,3.7,4.1,0.4,35.5,16.23,,,
4/28/2010,PIED,186,4314,NA,0.14,NA,NA,NA,12.8,16.9,18.8,1.9,30.6,13.77,,,
4/28/2010,JUMO,187,4328,NA,0.28,NA,NA,NA,24.4,12.9,13.9,1,10.7,24.74,,,
4/28/2010,PIED,188,4342,NA,0.18,NA,NA,NA,32.6,10.4,11.7,1.3,22.4,33.31,,,
4/28/2010,PIED,189,NA,NA,0.29,NA,NA,NA,19.4,13.3,14,0.7,8.8,19.68,,,
4/28/2010,PIED,190,NA,NA,0.32,NA,NA,NA,12.3,6.4,6.9,0.5,0.7,12.29,,,
4/28/2010,JUMO,191,4080,NA,0.18,NA,NA,NA,19.7,12.8,13.7,0.9,7.7,19.95,,,
4/28/2010,JUMO,192,4219,NA,0.29,NA,NA,NA,30.3,15.8,16.3,0.5,11.1,30.65,,,
4/28/2010,JUMO,193,4345,NA,0.22,NA,NA,NA,25.2,19.3,21,1.7,16,25.71,,,
4/28/2010,PIED,194,NA,NA,0.24,NA,NA,NA,7.9,21.7,23.7,2,33.5,8.97,Reset to 4.7,,
4/28/2010,JUMO,195,4196,NA,0.3,NA,NA,NA,13.4,16.2,16.3,0.1,10.8,13.74,,,
4/28/2010,PIED,196,NA,NA,0.24,NA,NA,NA,9.4,12.5,12.6,0.1,26.2,10.23,,,
4/28/2010,JUMO,197,NA,NA,0.34,NA,NA,NA,17.6,11.4,12.2,0.8,7,17.82,,,
4/28/2010,PIED,198,4115,NA,0.1,NA,NA,NA,16.2,14.5,14.5,0,7.1,16.43,,,
4/28/2010,PIED,199,NA,NA,0.3,NA,NA,NA,7,2.3,2.8,0.5,19.2,7.61,,,
4/28/2010,PIED,200,NA,NA,0.2,NA,NA,NA,10.4,7.1,7.4,0.3,19.9,11.03,,,
6/17/2010,PIED,160,NA,NA,0.28,NA,NA,NA,34.3,9.5,9.3,-0.2,17.3,34.85,,,
6/17/2010,JUMO,161,4124,NA,0.26,NA,NA,NA,20,16.5,17.1,0.6,11.8,20.38,,,
6/17/2010,PIED,162,NA,NA,0.28,NA,NA,NA,14.1,18.9,19.5,0.6,16.4,14.62,,,
6/17/2010,PIED,163,4148,NA,0.2,NA,NA,NA,20.3,15.5,15.4,-0.1,11.8,20.68,,,
6/17/2010,JUMO,164,4171,NA,0.24,NA,NA,NA,19.2,9,11,2,5.6,19.38,,,
6/17/2010,JUMO,165,NA,NA,0.26,NA,NA,NA,30.3,3.8,6.6,2.8,20.3,30.95,,,
6/17/2010,PIED,166,NA,NA,0.26,NA,NA,NA,29.5,12,12,0,4.6,29.65,,,
6/17/2010,PIED,167,NA,NA,0.32,NA,NA,NA,9,18.2,19.1,0.9,15.5,9.49,,,
6/17/2010,PIED,168,NA,NA,0.25,NA,NA,NA,26.6,15.5,15,-0.5,8.2,26.86,,,
6/17/2010,JUMO,169,NA,NA,0.18,NA,NA,NA,26.8,7.2,9.9,2.7,21.3,27.48,,,
6/17/2010,JUMO,170,NA,NA,0.36,NA,NA,NA,26.4,2.9,3.5,0.6,17.3,26.95,,,
6/17/2010,JUMO,171,NA,NA,0.1,NA,NA,NA,27.6,7.3,7.2,-0.1,0,27.6,,,
6/17/2010,PIED,172,NA,NA,0.3,NA,NA,NA,25.5,16.6,16.2,-0.4,6.8,25.72,,,
6/17/2010,PIED,173,NA,NA,0.24,NA,NA,NA,6.1,19.2,21.3,2.1,15.3,6.59,,,
6/17/2010,JUMO,174,NA,NA,0.22,NA,NA,NA,14.7,13.4,16,2.6,8.6,14.92,,,
6/17/2010,JUMO,175,NA,NA,0.12,NA,NA,NA,34.5,18.5,20.5,2,32.2,35.52,,,
6/17/2010,JUMO,176,4369,NA,0.18,NA,NA,NA,15.9,14.2,17.4,3.2,12.2,16.29,,,
6/17/2010,JUMO,177,NA,NA,0.3,NA,NA,NA,24.8,10.7,11.2,0.5,6.7,25.01,,,
6/17/2010,PIED,178,NA,NA,0.18,NA,NA,NA,15.6,9.1,10,0.9,22.8,16.33,,,
6/17/2010,PIED,179,NA,NA,0.15,NA,NA,NA,5.4,14.2,12.7,-1.5,7.5,5.64,Actually some new green growth,,
6/17/2010,JUMO,180,4178,NA,0.22,NA,NA,NA,16.5,17.8,20,2.2,16.2,17.02,,,
6/17/2010,PIED,181,4182,NA,0.25,NA,NA,NA,22.9,12.5,12.4,-0.1,25.1,23.7,,,
6/17/2010,JUMO,182,4181,NA,0.32,NA,NA,NA,15.7,9.9,10.2,0.3,4.5,15.84,,,
6/17/2010,JUMO,183,4213,NA,0.18,NA,NA,NA,21.7,11.9,12.1,0.2,7.8,21.95,,,
6/17/2010,JUMO,184,4138,NA,0.24,NA,NA,NA,15.7,12,14,2,9.2,15.99,,,
6/17/2010,PIED,185,4191,NA,0.12,NA,NA,NA,15.1,4.1,6.4,2.3,37.8,16.3,,,
6/17/2010,PIED,186,4314,NA,0.14,NA,NA,NA,12.8,18.8,19.2,0.4,31,13.79,,,
6/17/2010,JUMO,187,4328,NA,0.28,NA,NA,NA,24.4,13.9,15.9,2,12.7,24.8,,,
6/17/2010,PIED,188,4342,NA,0.18,NA,NA,NA,32.6,11.7,11.1,-0.6,21.8,33.29,,,
6/17/2010,PIED,189,NA,NA,0.29,NA,NA,NA,19.4,14,13,-1,7.8,19.65,,,
6/17/2010,PIED,190,NA,NA,0.32,NA,NA,NA,12.3,6.9,5.3,-1.6,-0.9,12.24,,,
6/17/2010,JUMO,191,4080,NA,0.18,NA,NA,NA,19.7,13.7,16.8,3.1,10.8,20.04,,,
6/17/2010,JUMO,192,4219,NA,0.29,NA,NA,NA,30.3,16.3,18,1.7,12.8,30.71,,,
6/17/2010,JUMO,193,4345,NA,0.22,NA,NA,NA,25.2,21,22.6,1.6,17.6,25.76,,,
6/17/2010,PIED,194,NA,NA,0.24,NA,NA,NA,7.9,4.7,8.8,4.1,37.6,9.1,,,
6/17/2010,JUMO,195,4196,NA,0.3,NA,NA,NA,13.4,16.3,18.1,1.8,12.6,13.8,,,
6/17/2010,PIED,196,NA,NA,0.24,NA,NA,NA,9.4,12.6,14.3,1.7,27.9,10.29,,,
6/17/2010,JUMO,197,NA,NA,0.34,NA,NA,NA,17.6,12.2,12.8,0.6,7.6,17.84,,,
6/17/2010,PIED,198,4115,NA,0.1,NA,NA,NA,16.2,14.5,15,0.5,7.6,16.44,,,
6/17/2010,PIED,199,NA,NA,0.3,NA,NA,NA,7,2.8,5.4,2.6,21.8,7.69,,,
6/17/2010,PIED,200,NA,NA,0.2,NA,NA,NA,10.4,7.4,9.2,1.8,21.7,11.09,,,
6/24/2010,PIED,421,NA,15.6,0.2,15.4,NA,NA,22.1,NA,3.1,0,0,22.1,,,
6/24/2010,PIED,425,NA,10.2,-0.05,10.2,NA,NA,14,NA,3.1,0,0,14,,,
6/24/2010,PIED,419,NA,9.3,0.45,8.8,NA,NA,9.4,NA,5.5,0,0,9.4,,,
6/24/2010,PIED,430,NA,15.8,0.15,15.7,NA,NA,27.4,NA,3.1,0,0,27.4,,,
6/24/2010,PIED,414,NA,16.2,-0.1,16.3,NA,NA,19.8,NA,3.3,0,0,19.8,,,
6/24/2010,PIED,404,NA,6.6,0.4,6.2,NA,NA,6.6,NA,2.9,0,0,6.6,,,
6/24/2010,JUMO,412,NA,9.8,0.15,9.6,NA,NA,14,NA,3.2,0,0,14,,,
6/24/2010,JUMO,430.2,NA,11.6,0.25,11.4,NA,NA,20.3,NA,2.5,0,0,20.3,east of transect,,
6/24/2010,JUMO,408.2,NA,14.6,0.3,14.3,NA,NA,28.7,NA,4.5,0,0,28.7,,,
6/24/2010,JUMO,401.2,NA,8.4,0.95,7.4,NA,NA,20.1,NA,2.9,0,0,20.1,,,
6/24/2010,JUMO,402.2,NA,4.8,0.4,4.4,NA,NA,7.1,NA,2.9,0,0,7.1,,,
6/24/2010,PIED,442,NA,11.6,0.1,11.5,NA,NA,16.5,NA,3,0,0,16.5,,,
6/24/2010,PIED,450,NA,8.9,0.65,8.3,NA,NA,14.7,NA,3.6,0,0,14.7,,,
6/24/2010,PIED,469,NA,10.5,0.2,10.3,NA,NA,11.4,NA,3,0,0,11.4,,,
6/24/2010,PIED,462,NA,8.9,0.65,8.3,NA,NA,20.1,NA,3.1,0,0,20.1,,,
6/24/2010,PIED,473,NA,6.8,0.45,6.3,NA,NA,7.4,NA,3,0,0,7.4,,,
6/24/2010,JUMO,463,NA,5.7,0.8,4.9,NA,NA,6.6,NA,2.6,0,0,6.6,,,
6/24/2010,JUMO,468,NA,5.6,0.65,5,NA,NA,8.1,NA,4.5,0,0,8.1,,,
6/24/2010,JUMO,462.2,NA,9.2,0.45,8.7,NA,NA,15.5,NA,3.5,0,0,15.5,,,
6/24/2010,JUMO,456,NA,13,0.2,12.8,NA,NA,13.7,NA,3.7,0,0,13.7,middle of 3 trunks,,
6/24/2010,JUMO,457.2,NA,9,0.3,8.7,NA,NA,30.2,NA,3.9,0,0,30.2,,,
7/15/2010,PIED,480,NA,9.5,0.35,9.2,NA,NA,6.4,NA,4,0,0,6.4,,,
7/15/2010,PIED,479,NA,12.2,0.3,11.9,NA,NA,14.2,NA,3.2,0,0,14.2,,,
7/15/2010,PIED,512,NA,18.6,0.4,18.2,NA,NA,25.7,NA,2,0,0,25.7,,,
7/15/2010,PIED,514,NA,18,0.1,17.9,NA,NA,18.2,NA,3.6,0,0,18.2,,,
7/15/2010,PIED,525,NA,9.3,0.3,9,NA,NA,11.2,NA,2.5,0,0,11.2,,,
7/15/2010,JUMO,511,NA,16.7,0.5,16.2,NA,NA,22.6,NA,3.8,0,0,22.6,,,
7/15/2010,JUMO,500.2,NA,15,0.4,14.6,NA,NA,22.9,NA,3.7,0,0,22.9,,,
7/15/2010,JUMO,501.2,NA,10.4,0.2,10.2,NA,NA,18,NA,3.6,0,0,18,,,
7/15/2010,JUMO,502.2,NA,12.9,1.5,11.4,NA,NA,7.5,NA,3.5,0,0,7.5,,,
7/15/2010,JUMO,522.2,NA,8.6,0.4,8.2,NA,NA,13.7,NA,3.8,0,0,13.7,,,
7/15/2010,PIED,585,NA,5.6,0.1,5.5,NA,NA,5.1,NA,3.5,0,0,5.1,,,
7/15/2010,PIED,535,NA,9.8,0.25,9.5,NA,NA,13.5,NA,4.1,0,0,13.5,,,
7/15/2010,PIED,567,NA,18.6,0.1,18.5,NA,NA,17.5,NA,2.5,0,0,17.5,,,
7/15/2010,PIED,542,NA,17,-0.8,17.8,NA,NA,24.4,NA,2.9,0,0,24.4,,,
7/15/2010,PIED,531,NA,12.9,0.4,12.5,NA,NA,15.7,NA,3.9,0,0,15.7,,,
7/15/2010,JUMO,533,NA,14.7,0.4,14.3,NA,NA,22.6,NA,4,0,0,22.6,,,
7/15/2010,JUMO,594,NA,9.7,0.05,9.6,NA,NA,16.5,NA,3.5,0,0,16.5,,,
7/15/2010,JUMO,587,NA,14.9,0.5,14.4,NA,NA,27.2,NA,2.8,0,0,27.2,,,
7/15/2010,JUMO,540,NA,11,-0.4,11.4,NA,NA,20.3,NA,3.2,0,0,20.3,,,
7/15/2010,JUMO,557,NA,8.4,0.6,7.8,NA,NA,9.9,NA,3.7,0,0,9.9,,,
7/15/2010,PIED,160,NA,NA,0.28,NA,NA,NA,34.3,9.3,10.1,0.8,18.1,34.88,,,
7/15/2010,JUMO,161,4124,NA,0.26,NA,NA,NA,20,17.1,17.2,0.1,11.9,20.38,,,
7/15/2010,PIED,162,NA,NA,0.28,NA,NA,NA,14.1,19.5,21,1.5,17.9,14.67,,,
7/15/2010,PIED,163,4148,NA,0.2,NA,NA,NA,20.3,15.4,16.5,1.1,12.9,20.71,,,
7/15/2010,JUMO,164,4171,NA,0.24,NA,NA,NA,19.2,11,12.1,1.1,6.7,19.41,,,
7/15/2010,JUMO,165,NA,NA,0.26,NA,NA,NA,30.3,6.6,8.5,1.9,22.2,31.01,,,
7/15/2010,PIED,166,NA,NA,0.26,NA,NA,NA,29.5,12,12,0,4.6,29.65,,,
7/15/2010,PIED,167,NA,NA,0.32,NA,NA,NA,9,19.1,19.1,0,15.5,9.49,"???; current den was -0.1 which makes no sense, so Cur_den was given the same reading as PrevDen due to lack of data",,
7/15/2010,PIED,168,NA,NA,0.25,NA,NA,NA,26.6,15,17.5,2.5,10.7,26.94,,,
7/15/2010,JUMO,169,NA,NA,0.18,NA,NA,NA,26.8,9.9,10.2,0.3,21.6,27.49,,,
7/15/2010,JUMO,170,NA,NA,0.36,NA,NA,NA,26.4,3.5,3.5,0,17.3,26.95,,,
7/15/2010,JUMO,171,NA,NA,0.1,NA,NA,NA,27.6,7.2,5.9,-1.3,-1.3,27.56,,,
7/15/2010,PIED,172,NA,NA,0.3,NA,NA,NA,25.5,16.2,16.3,0.1,6.9,25.72,,,
7/15/2010,PIED,173,NA,NA,0.24,NA,NA,NA,6.1,21.3,22.2,0.9,16.2,6.62,Reset at 3.5,,
7/15/2010,JUMO,174,NA,NA,0.22,NA,NA,NA,14.7,16,17.3,1.3,9.9,14.97,,,
7/15/2010,JUMO,175,NA,NA,0.12,NA,NA,NA,34.5,20.5,21.4,0.9,33.1,35.55,,,
7/15/2010,JUMO,176,4369,NA,0.18,NA,NA,NA,15.9,17.4,18.3,0.9,13.1,16.32,,,
7/15/2010,JUMO,177,NA,NA,0.3,NA,NA,NA,24.8,11.2,11.4,0.2,6.9,25.02,,,
7/15/2010,PIED,178,NA,NA,0.18,NA,NA,NA,15.6,10,11.5,1.5,24.3,16.37,,,
7/15/2010,PIED,179,NA,NA,0.15,NA,NA,NA,5.4,12.7,12.4,-0.3,7.2,5.63,,,
7/15/2010,JUMO,180,4178,NA,0.22,NA,NA,NA,16.5,20,20.5,0.5,16.7,17.03,,,
7/15/2010,PIED,181,4182,NA,0.25,NA,NA,NA,22.9,12.4,13.5,1.1,26.2,23.73,,,
7/15/2010,JUMO,182,4181,NA,0.32,NA,NA,NA,15.7,10.2,10.5,0.3,4.8,15.85,,,
7/15/2010,JUMO,183,4213,NA,0.18,NA,NA,NA,21.7,12.1,12,-0.1,7.7,21.95,,,
7/15/2010,JUMO,184,4138,NA,0.24,NA,NA,NA,15.7,14,14.3,0.3,9.5,16,,,
7/15/2010,PIED,185,4191,NA,0.12,NA,NA,NA,15.1,6.4,8.6,2.2,40,16.37,,,
7/15/2010,PIED,186,4314,NA,0.14,NA,NA,NA,12.8,19.2,21.7,2.5,33.5,13.87,,,
7/15/2010,JUMO,187,4328,NA,0.28,NA,NA,NA,24.4,15.9,16,0.1,12.8,24.81,,,
7/15/2010,PIED,188,4342,NA,0.18,NA,NA,NA,32.6,11.1,13.3,2.2,24,33.36,,,
7/15/2010,PIED,189,NA,NA,0.29,NA,NA,NA,19.4,13,13,0,7.8,19.65,,,
7/15/2010,PIED,190,NA,NA,0.32,NA,NA,NA,12.3,5.3,5.8,0.5,-0.4,12.26,,,
7/15/2010,JUMO,191,4080,NA,0.18,NA,NA,NA,19.7,16.8,16.9,0.1,10.9,20.05,,,
7/15/2010,JUMO,192,4219,NA,0.29,NA,NA,NA,30.3,18,18,0,12.8,30.71,,,
7/15/2010,JUMO,193,4345,NA,0.22,NA,NA,NA,25.2,22.6,23.5,0.9,18.5,25.79,Reset at 4.0,,
7/15/2010,PIED,194,NA,NA,0.24,NA,NA,NA,7.9,8.8,10.3,1.5,39.1,9.14,,,
7/15/2010,JUMO,195,4196,NA,0.3,NA,NA,NA,13.4,18.1,18.2,0.1,12.7,13.8,,,
7/15/2010,PIED,196,NA,NA,0.24,NA,NA,NA,9.4,14.3,17,2.7,30.6,10.37,,,
7/15/2010,JUMO,197,NA,NA,0.34,NA,NA,NA,17.6,12.8,13.6,0.8,8.4,17.87,,,
7/15/2010,PIED,198,4115,NA,0.1,NA,NA,NA,16.2,15,15.6,0.6,8.2,16.46,,,
7/15/2010,PIED,199,NA,NA,0.3,NA,NA,NA,7,5.4,5.2,-0.2,21.6,7.69,,,
7/15/2010,PIED,200,NA,NA,0.2,NA,NA,NA,10.4,9.2,10.2,1,22.7,11.12,,,
8/27/2010,PIED,421,NA,NA,0.2,NA,NA,NA,22.1,3.1,-0.1,-3.2,-3.2,22,reset 4.0,,
8/27/2010,PIED,425,NA,NA,-0.05,NA,NA,NA,14,3.1,-0.1,-3.2,-3.2,13.87,reset 4.1,,
8/27/2010,PIED,419,NA,NA,0.45,NA,NA,NA,9.4,5.5,3,-2.5,-2.5,9.32,,,
8/27/2010,PIED,430,NA,NA,0.15,NA,NA,NA,27.4,3.1,2,-1.1,-1.1,27.4,,,
8/27/2010,PIED,414,NA,NA,-0.1,NA,NA,NA,19.8,3.3,2,-1.3,-1.3,19.77,,,
8/27/2010,PIED,404,NA,NA,0.4,NA,NA,NA,6.6,2.9,1.6,-1.3,-1.3,6.56,,,
8/27/2010,JUMO,412,NA,NA,0.15,NA,NA,NA,14,3.2,0.3,-2.9,-2.9,13.88,reset 4.1,,
8/27/2010,JUMO,430.2,NA,NA,0.25,NA,NA,NA,20.3,2.5,-0.1,-2.6,-2.6,20.24,reset 4.3,,
8/27/2010,JUMO,408.2,NA,NA,0.3,NA,NA,NA,28.7,4.5,0,-4.5,-4.5,28.56,reset 4.1,,
8/27/2010,JUMO,401.2,NA,NA,0.95,NA,NA,NA,20.1,2.9,-0.1,-3,-3,19.97,reset 4.3,,
8/27/2010,JUMO,402.2,NA,NA,0.4,NA,NA,NA,7.1,2.9,1.7,-1.2,-1.2,7.07,reset 4.2,,
8/27/2010,PIED,442,NA,NA,0.1,NA,NA,NA,16.5,3,3.6,0.6,0.6,16.53,,,
8/27/2010,PIED,450,NA,NA,0.65,NA,NA,NA,14.7,3.6,5,1.4,1.4,14.78,,,
8/27/2010,PIED,469,NA,NA,0.2,NA,NA,NA,11.4,3,5,2,2,11.49,,,
8/27/2010,PIED,462,NA,NA,0.65,NA,NA,NA,20.1,3.1,0.9,-2.2,-2.2,20,reset 4.4,,
8/27/2010,PIED,473,NA,NA,0.45,NA,NA,NA,7.4,3,1.8,-1.2,-1.2,7.33,reset 4.0,,
8/27/2010,JUMO,463,NA,NA,0.8,NA,NA,NA,6.6,2.6,3.3,0.7,0.7,6.63,,,
8/27/2010,JUMO,468,NA,NA,0.65,NA,NA,NA,8.1,4.5,1.1,-3.4,-3.4,8.02,reset 5.1,,
8/27/2010,JUMO,462.2,NA,NA,0.45,NA,NA,NA,15.5,3.5,3.9,0.4,0.4,15.51,,,
8/27/2010,JUMO,456,NA,NA,0.2,NA,NA,NA,13.7,3.7,2.6,-1.1,-1.1,13.68,,,
8/27/2010,JUMO,457.2,NA,NA,0.3,NA,NA,NA,30.2,3.9,0.5,-3.4,-3.4,30.12,reset 4.3,,
8/27/2010,PIED,480,NA,NA,0.35,NA,NA,NA,6.4,4,2.3,-1.7,-1.7,6.3,,,
8/27/2010,PIED,479,NA,NA,0.3,NA,NA,NA,14.2,3.2,1.6,-1.6,-1.6,14.17,reset 4.0,,
8/27/2010,PIED,512,NA,NA,0.4,NA,NA,NA,25.7,2,0.7,-1.3,-1.3,25.61,reset 4.5,,
8/27/2010,PIED,514,NA,NA,0.1,NA,NA,NA,18.2,3.6,1.2,-2.4,-2.4,18.08,reset 3.9,,
8/27/2010,PIED,525,NA,NA,0.3,NA,NA,NA,11.2,2.5,-0.1,-2.6,-2.6,11.09,reset 4.1,,
8/27/2010,JUMO,511,NA,NA,0.5,NA,NA,NA,22.6,3.8,2.6,-1.2,-1.2,22.57,,,
8/27/2010,JUMO,500.2,NA,NA,0.4,NA,NA,NA,22.9,3.7,-0.1,-3.8,-3.8,22.74,reset 4.4,,
8/27/2010,JUMO,501.2,NA,NA,0.2,NA,NA,NA,18,3.6,2.6,-1,-1,18,,,
8/27/2010,JUMO,502.2,NA,NA,1.5,NA,NA,NA,7.5,3.5,2.8,-0.7,-0.7,7.47,,,
